DESCRIÇÃO,UNIDADE,UF,Preço.Entregue,Preço.Final,REF,PEI,Região
Carpinteiro,h,MA,8.39,8.39,202201,MDO,Nordestes
Carpinteiro,h,MS,7.75,7.75,202201,MDO,Centro-Oeste
Operador de equipamento especial,h,MT,14.5683,14.5683,202201,MDO,Centro-Oeste
Operador de equipamento especial com periculosidade,h,MT,14.5683,14.5683,202201,MDO,Centro-Oeste
Vigia,mês,CE,1262.22,1262.22,202201,MDO,Nordestes
Auxiliar administrativo,mês,AM,1426.611,1426.611,202201,MDO,Norte
Encarregado especializado,mês,TO,4745.33,4745.33,202201,MDO,Norte
Encarregado de obras de artes especiais,mês,TO,4745.33,4745.33,202201,MDO,Norte
Encarregado de terraplenagem,mês,TO,4745.33,4745.33,202201,MDO,Norte
Encarregado de pavimentação,mês,TO,4745.33,4745.33,202201,MDO,Norte
Encarregado de superestrutura ferroviária,mês,TO,4745.33,4745.33,202201,MDO,Norte
Encarregado de conservação rodoviária,mês,TO,4745.33,4745.33,202201,MDO,Norte
Operador de equipamento pesado,h,AM,10.4082,10.4082,202201,MDO,Norte
Operador de equipamento pesado com periculosidade,h,AM,10.4082,10.4082,202201,MDO,Norte
Encarregado de turma,mês,AC,2561.007,2561.007,202201,MDO,Norte
Motorista de caminhão,h,MS,9.0787,9.0787,202201,MDO,Centro-Oeste
Motorista de caminhão com periculosidade,h,MS,9.0787,9.0787,202201,MDO,Centro-Oeste
Encarregado especializado,mês,PI,3884.619,3884.619,202201,MDO,Nordestes
Encarregado de obras de artes especiais,mês,PI,3884.619,3884.619,202201,MDO,Nordestes
Encarregado de terraplenagem,mês,PI,3884.619,3884.619,202201,MDO,Nordestes
Encarregado de pavimentação,mês,PI,3884.619,3884.619,202201,MDO,Nordestes
Encarregado de superestrutura ferroviária,mês,PI,3884.619,3884.619,202201,MDO,Nordestes
Encarregado de conservação rodoviária,mês,PI,3884.619,3884.619,202201,MDO,Nordestes
Desenhista,mês,AL,2633.51,2633.51,202201,MDO,Nordestes
Desenhista,mês,BA,2633.51,2633.51,202201,MDO,Nordestes
Desenhista,mês,CE,2633.51,2633.51,202201,MDO,Nordestes
Desenhista,mês,MA,2633.51,2633.51,202201,MDO,Nordestes
Desenhista,mês,PB,2633.51,2633.51,202201,MDO,Nordestes
Desenhista,mês,PE,2633.51,2633.51,202201,MDO,Nordestes
Desenhista,mês,PI,2633.51,2633.51,202201,MDO,Nordestes
Desenhista,mês,RN,2633.51,2633.51,202201,MDO,Nordestes
Desenhista,mês,SE,2633.51,2633.51,202201,MDO,Nordestes
Encarregado de turma,mês,PE,2355.7,2355.7,202201,MDO,Nordestes
Carpinteiro,h,ES,8.01,8.01,202201,MDO,Sudeste
Operador de equipamento especial,h,AM,14.1139,14.1139,202201,MDO,Norte
Operador de equipamento especial com periculosidade,h,AM,14.1139,14.1139,202201,MDO,Norte
Recepcionista,mês,ES,1829.289,1829.289,202201,MDO,Sudeste
Recepcionista,mês,MG,1829.289,1829.289,202201,MDO,Sudeste
Recepcionista,mês,RJ,1829.289,1829.289,202201,MDO,Sudeste
Recepcionista,mês,SP,1829.289,1829.289,202201,MDO,Sudeste
Operador de equipamento leve,h,MT,7.3466,7.3466,202201,MDO,Centro-Oeste
Operador de equipamento leve com periculosidade,h,MT,7.3466,7.3466,202201,MDO,Centro-Oeste
Operador de equipamento leve com insalubridade,h,MT,7.3466,7.3466,202201,MDO,Centro-Oeste
Trabalhador de via,h,MT,5.712,5.712,202201,MDO,Centro-Oeste
Eletricista,h,SC,9.5595,9.5595,202201,MDO,Sul
Eletricista com periculosidade,h,SC,9.5595,9.5595,202201,MDO,Sul
Eletricista - mensalista,mês,SC,2103.087,2103.087,202201,MDO,Sul
Ajudante especializado,h,MT,7.7118,7.7118,202201,MDO,Centro-Oeste
Ajudante,h,MT,6.4265,6.4265,202201,MDO,Centro-Oeste
Pré-marcador,h,MT,6.4265,6.4265,202201,MDO,Centro-Oeste
Selecionador de material pétreo,h,MT,6.4265,6.4265,202201,MDO,Centro-Oeste
Frentista de túnel,h,MT,6.4265,6.4265,202201,MDO,Centro-Oeste
Frentista de túnel com periculosidade,h,MT,6.4265,6.4265,202201,MDO,Centro-Oeste
Chefe do setor administrativo,mês,AL,3461.082,3461.082,202201,MDO,Nordestes
Apontador,mês,MG,1625.758,1625.758,202201,MDO,Sudeste
Perfurador de tubulão a ar comprimido com insalubridade,h,MT,6.4299,6.4299,202201,MDO,Centro-Oeste
Perfurador de tubulão,h,MT,6.4299,6.4299,202201,MDO,Centro-Oeste
Chefe do setor administrativo,mês,PB,3462.092,3462.092,202201,MDO,Nordestes
Chefe do setor administrativo,mês,PE,3463.663,3463.663,202201,MDO,Nordestes
Encarregado administrativo,mês,AL,3463.686,3463.686,202201,MDO,Nordestes
Encarregado administrativo,mês,BA,3463.686,3463.686,202201,MDO,Nordestes
Encarregado administrativo,mês,CE,3463.686,3463.686,202201,MDO,Nordestes
Encarregado administrativo,mês,MA,3463.686,3463.686,202201,MDO,Nordestes
Encarregado administrativo,mês,PB,3463.686,3463.686,202201,MDO,Nordestes
Encarregado administrativo,mês,PE,3463.686,3463.686,202201,MDO,Nordestes
Encarregado administrativo,mês,PI,3463.686,3463.686,202201,MDO,Nordestes
Encarregado administrativo,mês,RN,3463.686,3463.686,202201,MDO,Nordestes
Encarregado administrativo,mês,SE,3463.686,3463.686,202201,MDO,Nordestes
Chefe do setor administrativo,mês,SE,3465.232,3465.232,202201,MDO,Nordestes
Chefe do setor administrativo,mês,BA,3465.267,3465.267,202201,MDO,Nordestes
Chefe do setor administrativo,mês,CE,3465.567,3465.567,202201,MDO,Nordestes
Chefe do setor administrativo,mês,MA,3465.672,3465.672,202201,MDO,Nordestes
Chefe do setor administrativo,mês,PI,3466.3,3466.3,202201,MDO,Nordestes
Ajudante,h,RJ,7.74,7.74,202201,MDO,Sudeste
Chefe do setor administrativo,mês,RN,3467.599,3467.599,202201,MDO,Nordestes
Motorista de veículo especial,h,GO,10.1741,10.1741,202201,MDO,Centro-Oeste
Motorista de veículo especial com periculosidade,h,GO,10.1741,10.1741,202201,MDO,Centro-Oeste
Trabalhador de via,h,MA,5.5091,5.5091,202201,MDO,Nordestes
Encarregado especializado,mês,AM,3668.001,3668.001,202201,MDO,Norte
Encarregado de obras de artes especiais,mês,AM,3668.001,3668.001,202201,MDO,Norte
Encarregado de terraplenagem,mês,AM,3668.001,3668.001,202201,MDO,Norte
Encarregado de pavimentação,mês,AM,3668.001,3668.001,202201,MDO,Norte
Encarregado de superestrutura ferroviária,mês,AM,3668.001,3668.001,202201,MDO,Norte
Encarregado de conservação rodoviária,mês,AM,3668.001,3668.001,202201,MDO,Norte
Operador de equipamento especial,h,AC,11.3593,11.3593,202201,MDO,Norte
Operador de equipamento especial com periculosidade,h,AC,11.3593,11.3593,202201,MDO,Norte
Encarregado de turma,mês,MG,2427.62,2427.62,202201,MDO,Sudeste
Encarregado de turma,mês,RJ,2608.37,2608.37,202201,MDO,Sudeste
Maquinista,h,MA,11.0894,11.0894,202201,MDO,Nordestes
Eletricista - mensalista,mês,GO,1865.597,1865.597,202201,MDO,Centro-Oeste
Eletricista,h,GO,8.48,8.48,202201,MDO,Centro-Oeste
Eletricista com periculosidade,h,GO,8.48,8.48,202201,MDO,Centro-Oeste
Chefe setor de finanças,mês,PR,8389.856,8389.856,202201,MDO,Sul
Chefe setor de finanças,mês,RS,8389.856,8389.856,202201,MDO,Sul
Chefe setor de finanças,mês,SC,8389.856,8389.856,202201,MDO,Sul
Eletricista - mensalista,mês,PA,1968.724,1968.724,202201,MDO,Norte
Eletricista,h,PA,8.9487,8.9487,202201,MDO,Norte
Eletricista com periculosidade,h,PA,8.9487,8.9487,202201,MDO,Norte
Encarregado de turma,mês,BA,2405.96,2405.96,202201,MDO,Nordestes
Encarregado geral,mês,MS,5150.972,5150.972,202201,MDO,Centro-Oeste
Operador de equipamento leve,h,MG,6.9286,6.9286,202201,MDO,Sudeste
Operador de equipamento leve com periculosidade,h,MG,6.9286,6.9286,202201,MDO,Sudeste
Operador de equipamento leve com insalubridade,h,MG,6.9286,6.9286,202201,MDO,Sudeste
Encarregado administrativo,mês,PR,3996.456,3996.456,202201,MDO,Sul
Encarregado administrativo,mês,RS,3996.456,3996.456,202201,MDO,Sul
Encarregado administrativo,mês,SC,3996.456,3996.456,202201,MDO,Sul
Chefe do setor administrativo,mês,SC,3998.325,3998.325,202201,MDO,Sul
Chefe do setor administrativo,mês,RS,3998.899,3998.899,202201,MDO,Sul
Chefe setor de finanças,mês,AC,8404.213,8404.213,202201,MDO,Norte
Chefe setor de finanças,mês,AM,8404.213,8404.213,202201,MDO,Norte
Chefe setor de finanças,mês,AP,8404.213,8404.213,202201,MDO,Norte
Chefe setor de finanças,mês,PA,8404.213,8404.213,202201,MDO,Norte
Chefe setor de finanças,mês,RO,8404.213,8404.213,202201,MDO,Norte
Chefe setor de finanças,mês,RR,8404.213,8404.213,202201,MDO,Norte
Chefe setor de finanças,mês,TO,8404.213,8404.213,202201,MDO,Norte
Chefe do setor administrativo,mês,PR,4000.671,4000.671,202201,MDO,Sul
Auxiliar técnico,mês,MT,1550.627,1550.627,202201,MDO,Centro-Oeste
Trabalhador de via,h,MS,5.5091,5.5091,202201,MDO,Centro-Oeste
Auxiliar técnico,mês,GO,1551.347,1551.347,202201,MDO,Centro-Oeste
Auxiliar técnico,mês,MS,1551.418,1551.418,202201,MDO,Centro-Oeste
Técnico especializado,h,TO,17.2242,17.2242,202201,MDO,Norte
Técnico especializado - mensalista,mês,TO,3789.314,3789.314,202201,MDO,Norte
Técnico especializado - mensalista,mês,MG,3496.063,3496.063,202201,MDO,Sudeste
Técnico especializado,h,MG,15.8912,15.8912,202201,MDO,Sudeste
Auxiliar técnico,mês,DF,1552.054,1552.054,202201,MDO,Centro-Oeste
Técnico especializado,h,RO,17.2284,17.2284,202201,MDO,Norte
Técnico especializado - mensalista,mês,RO,3790.246,3790.246,202201,MDO,Norte
Técnico especializado - mensalista,mês,PA,3790.585,3790.585,202201,MDO,Norte
Técnico especializado,h,PA,17.2299,17.2299,202201,MDO,Norte
Técnico especializado,h,AC,17.2304,17.2304,202201,MDO,Norte
Técnico especializado,h,RR,17.2304,17.2304,202201,MDO,Norte
Técnico especializado - mensalista,mês,AC,3790.68,3790.68,202201,MDO,Norte
Técnico especializado - mensalista,mês,RR,3790.68,3790.68,202201,MDO,Norte
Auxiliar técnico,mês,MG,1814.966,1814.966,202201,MDO,Sudeste
Técnico especializado,h,AP,17.2317,17.2317,202201,MDO,Norte
Técnico especializado - mensalista,mês,AP,3790.964,3790.964,202201,MDO,Norte
Técnico especializado,h,AM,17.2329,17.2329,202201,MDO,Norte
Técnico especializado - mensalista,mês,AM,3791.247,3791.247,202201,MDO,Norte
Auxiliar técnico,mês,ES,1815.627,1815.627,202201,MDO,Sudeste
Técnico especializado,h,ES,15.904,15.904,202201,MDO,Sudeste
Técnico especializado - mensalista,mês,ES,3498.871,3498.871,202201,MDO,Sudeste
Técnico especializado - mensalista,mês,SP,3499.639,3499.639,202201,MDO,Sudeste
Técnico especializado,h,SP,15.9074,15.9074,202201,MDO,Sudeste
Vigia,mês,PB,1277.44,1277.44,202201,MDO,Nordestes
Laboratorista,mês,MG,2433.16,2433.16,202201,MDO,Sudeste
Técnico especializado,h,RJ,15.9109,15.9109,202201,MDO,Sudeste
Técnico especializado - mensalista,mês,RJ,3500.39,3500.39,202201,MDO,Sudeste
Laboratorista,mês,SP,2433.693,2433.693,202201,MDO,Sudeste
Laboratorista,mês,ES,2433.7,2433.7,202201,MDO,Sudeste
Auxiliar técnico,mês,SP,1817.122,1817.122,202201,MDO,Sudeste
Comprador,mês,DF,3164.242,3164.242,202201,MDO,Centro-Oeste
Comprador,mês,GO,3164.242,3164.242,202201,MDO,Centro-Oeste
Comprador,mês,MS,3164.242,3164.242,202201,MDO,Centro-Oeste
Comprador,mês,MT,3164.242,3164.242,202201,MDO,Centro-Oeste
Laboratorista,mês,RJ,2435.423,2435.423,202201,MDO,Sudeste
Trabalhador de via,h,AM,5.7934,5.7934,202201,MDO,Norte
Encarregado geral,mês,AM,5928.101,5928.101,202201,MDO,Norte
Servente,h,MA,5.5091,5.5091,202201,MDO,Nordestes
Servente com periculosidade,h,MA,5.5091,5.5091,202201,MDO,Nordestes
Servente - mensalista,mês,MA,1212.0,1212.0,202201,MDO,Nordestes
Operador de equipamento pesado,h,PI,10.037,10.037,202201,MDO,Nordestes
Operador de equipamento pesado com periculosidade,h,PI,10.037,10.037,202201,MDO,Nordestes
Carpinteiro,h,RR,8.04,8.04,202201,MDO,Norte
Chefe setor de finanças,mês,ES,10414.53,10414.53,202201,MDO,Sudeste
Chefe setor de finanças,mês,MG,10414.53,10414.53,202201,MDO,Sudeste
Chefe setor de finanças,mês,RJ,10414.53,10414.53,202201,MDO,Sudeste
Chefe setor de finanças,mês,SP,10414.53,10414.53,202201,MDO,Sudeste
Engenheiro chefe,mês,RO,16452.89,16452.89,202201,MDO,Norte
Engenheiro chefe,mês,AM,16452.16,16452.16,202201,MDO,Norte
Engenheiro chefe,mês,AC,16449.52,16449.52,202201,MDO,Norte
Engenheiro chefe,mês,AP,16449.52,16449.52,202201,MDO,Norte
Engenheiro chefe,mês,RR,16449.52,16449.52,202201,MDO,Norte
Auxiliar técnico,mês,RJ,1832.325,1832.325,202201,MDO,Sudeste
Engenheiro chefe,mês,PA,16445.93,16445.93,202201,MDO,Norte
Encarregado especializado,mês,MG,4123.468,4123.468,202201,MDO,Sudeste
Encarregado de obras de artes especiais,mês,MG,4123.468,4123.468,202201,MDO,Sudeste
Encarregado de terraplenagem,mês,MG,4123.468,4123.468,202201,MDO,Sudeste
Encarregado de pavimentação,mês,MG,4123.468,4123.468,202201,MDO,Sudeste
Encarregado de superestrutura ferroviária,mês,MG,4123.468,4123.468,202201,MDO,Sudeste
Encarregado de conservação rodoviária,mês,MG,4123.468,4123.468,202201,MDO,Sudeste
Engenheiro chefe,mês,TO,16444.55,16444.55,202201,MDO,Norte
Laboratorista,mês,MS,2154.097,2154.097,202201,MDO,Centro-Oeste
Laboratorista,mês,GO,2154.933,2154.933,202201,MDO,Centro-Oeste
Laboratorista,mês,DF,2155.358,2155.358,202201,MDO,Centro-Oeste
Operador de equipamento pesado,h,MG,10.5184,10.5184,202201,MDO,Sudeste
Operador de equipamento pesado com periculosidade,h,MG,10.5184,10.5184,202201,MDO,Sudeste
Laboratorista,mês,MT,2156.609,2156.609,202201,MDO,Centro-Oeste
Auxiliar administrativo,mês,MT,1573.317,1573.317,202201,MDO,Centro-Oeste
Chefe setor de finanças,mês,AL,8392.544,8392.544,202201,MDO,Nordestes
Chefe setor de finanças,mês,BA,8392.544,8392.544,202201,MDO,Nordestes
Chefe setor de finanças,mês,CE,8392.544,8392.544,202201,MDO,Nordestes
Chefe setor de finanças,mês,MA,8392.544,8392.544,202201,MDO,Nordestes
Chefe setor de finanças,mês,PB,8392.544,8392.544,202201,MDO,Nordestes
Chefe setor de finanças,mês,PE,8392.544,8392.544,202201,MDO,Nordestes
Chefe setor de finanças,mês,PI,8392.544,8392.544,202201,MDO,Nordestes
Chefe setor de finanças,mês,RN,8392.544,8392.544,202201,MDO,Nordestes
Chefe setor de finanças,mês,SE,8392.544,8392.544,202201,MDO,Nordestes
Apontador,mês,PB,1571.602,1571.602,202201,MDO,Nordestes
Encarregado de turma,mês,TO,2808.17,2808.17,202201,MDO,Norte
Ajudante,h,MG,6.5524,6.5524,202201,MDO,Sudeste
Perfurador de tubulão a ar comprimido com insalubridade,h,MG,6.5524,6.5524,202201,MDO,Sudeste
Perfurador de tubulão,h,MG,6.5524,6.5524,202201,MDO,Sudeste
Pré-marcador,h,MG,6.5524,6.5524,202201,MDO,Sudeste
Selecionador de material pétreo,h,MG,6.5524,6.5524,202201,MDO,Sudeste
Frentista de túnel,h,MG,6.5524,6.5524,202201,MDO,Sudeste
Frentista de túnel com periculosidade,h,MG,6.5524,6.5524,202201,MDO,Sudeste
Ajudante especializado,h,MG,7.8629,7.8629,202201,MDO,Sudeste
Engenheiro chefe,mês,MA,16842.68,16842.68,202201,MDO,Nordestes
Engenheiro chefe,mês,BA,16841.61,16841.61,202201,MDO,Nordestes
Engenheiro chefe,mês,PE,16836.58,16836.58,202201,MDO,Nordestes
Engenheiro chefe,mês,CE,16834.76,16834.76,202201,MDO,Nordestes
Engenheiro chefe,mês,PI,16833.72,16833.72,202201,MDO,Nordestes
Engenheiro chefe,mês,SE,16832.15,16832.15,202201,MDO,Nordestes
Engenheiro chefe,mês,RN,16831.08,16831.08,202201,MDO,Nordestes
Engenheiro chefe,mês,AL,16826.6,16826.6,202201,MDO,Nordestes
Engenheiro chefe,mês,PB,16824.27,16824.27,202201,MDO,Nordestes
Pré-marcador,h,AP,5.5091,5.5091,202201,MDO,Norte
Selecionador de material pétreo,h,AP,5.5091,5.5091,202201,MDO,Norte
Frentista de túnel,h,AP,5.5091,5.5091,202201,MDO,Norte
Frentista de túnel com periculosidade,h,AP,5.5091,5.5091,202201,MDO,Norte
Eletricista - mensalista,mês,SE,1641.121,1641.121,202201,MDO,Nordestes
Eletricista,h,SE,7.4596,7.4596,202201,MDO,Nordestes
Eletricista com periculosidade,h,SE,7.4596,7.4596,202201,MDO,Nordestes
Motorista de veículo especial,h,MG,10.0952,10.0952,202201,MDO,Sudeste
Motorista de veículo especial com periculosidade,h,MG,10.0952,10.0952,202201,MDO,Sudeste
Eletricista,h,RR,8.8212,8.8212,202201,MDO,Norte
Eletricista com periculosidade,h,RR,8.8212,8.8212,202201,MDO,Norte
Eletricista - mensalista,mês,RR,1940.655,1940.655,202201,MDO,Norte
Trabalhador de via,h,RJ,6.7344,6.7344,202201,MDO,Sudeste
Eletricista - mensalista,mês,BA,2077.645,2077.645,202201,MDO,Nordestes
Eletricista,h,BA,9.4438,9.4438,202201,MDO,Nordestes
Eletricista com periculosidade,h,BA,9.4438,9.4438,202201,MDO,Nordestes
Carpinteiro,h,AC,7.6132,7.6132,202201,MDO,Norte
Recepcionista,mês,AL,1659.561,1659.561,202201,MDO,Nordestes
Recepcionista,mês,BA,1659.561,1659.561,202201,MDO,Nordestes
Recepcionista,mês,CE,1659.561,1659.561,202201,MDO,Nordestes
Recepcionista,mês,MA,1659.561,1659.561,202201,MDO,Nordestes
Recepcionista,mês,PB,1659.561,1659.561,202201,MDO,Nordestes
Recepcionista,mês,PE,1659.561,1659.561,202201,MDO,Nordestes
Recepcionista,mês,PI,1659.561,1659.561,202201,MDO,Nordestes
Recepcionista,mês,RN,1659.561,1659.561,202201,MDO,Nordestes
Recepcionista,mês,SE,1659.561,1659.561,202201,MDO,Nordestes
Imediato,mês,AC,6532.007,6532.007,202201,MDO,Norte
Imediato,mês,AL,6532.007,6532.007,202201,MDO,Nordestes
Imediato,mês,AM,6532.007,6532.007,202201,MDO,Norte
Imediato,mês,AP,6532.007,6532.007,202201,MDO,Norte
Imediato,mês,BA,6532.007,6532.007,202201,MDO,Nordestes
Imediato,mês,CE,6532.007,6532.007,202201,MDO,Nordestes
Imediato,mês,DF,6532.007,6532.007,202201,MDO,Centro-Oeste
Imediato,mês,ES,6532.007,6532.007,202201,MDO,Sudeste
Imediato,mês,GO,6532.007,6532.007,202201,MDO,Centro-Oeste
Imediato,mês,MA,6532.007,6532.007,202201,MDO,Nordestes
Imediato,mês,MG,6532.007,6532.007,202201,MDO,Sudeste
Imediato,mês,MS,6532.007,6532.007,202201,MDO,Centro-Oeste
Imediato,mês,MT,6532.007,6532.007,202201,MDO,Centro-Oeste
Imediato,mês,PA,6532.007,6532.007,202201,MDO,Norte
Imediato,mês,PB,6532.007,6532.007,202201,MDO,Nordestes
Imediato,mês,PE,6532.007,6532.007,202201,MDO,Nordestes
Imediato,mês,PI,6532.007,6532.007,202201,MDO,Nordestes
Imediato,mês,PR,6532.007,6532.007,202201,MDO,Sul
Imediato,mês,RJ,6532.007,6532.007,202201,MDO,Sudeste
Imediato,mês,RN,6532.007,6532.007,202201,MDO,Nordestes
Imediato,mês,RO,6532.007,6532.007,202201,MDO,Norte
Imediato,mês,RR,6532.007,6532.007,202201,MDO,Norte
Imediato,mês,RS,6532.007,6532.007,202201,MDO,Sul
Imediato,mês,SC,6532.007,6532.007,202201,MDO,Sul
Imediato,mês,SE,6532.007,6532.007,202201,MDO,Nordestes
Imediato,mês,SP,6532.007,6532.007,202201,MDO,Sudeste
Imediato,mês,TO,6532.007,6532.007,202201,MDO,Norte
Motorista de caminhão,h,MG,8.5955,8.5955,202201,MDO,Sudeste
Motorista de caminhão com periculosidade,h,MG,8.5955,8.5955,202201,MDO,Sudeste
Apontador,mês,ES,1669.147,1669.147,202201,MDO,Sudeste
Auxiliar administrativo,mês,CE,1447.953,1447.953,202201,MDO,Nordestes
Maquinista,h,PE,10.9102,10.9102,202201,MDO,Nordestes
Auxiliar administrativo,mês,SE,1486.944,1486.944,202201,MDO,Nordestes
Perfurador de tubulão a ar comprimido com insalubridade,h,AP,5.5091,5.5091,202201,MDO,Norte
Perfurador de tubulão,h,AP,5.5091,5.5091,202201,MDO,Norte
Motorista de veículo especial,h,RO,9.8295,9.8295,202201,MDO,Norte
Motorista de veículo especial com periculosidade,h,RO,9.8295,9.8295,202201,MDO,Norte
Copeiro,mês,DF,1465.03,1465.03,202201,MDO,Centro-Oeste
Copeiro,mês,GO,1465.03,1465.03,202201,MDO,Centro-Oeste
Copeiro,mês,MS,1465.03,1465.03,202201,MDO,Centro-Oeste
Copeiro,mês,MT,1465.03,1465.03,202201,MDO,Centro-Oeste
Operador de equipamento pesado,h,RR,9.9349,9.9349,202201,MDO,Norte
Operador de equipamento pesado com periculosidade,h,RR,9.9349,9.9349,202201,MDO,Norte
Apontador,mês,MT,1615.764,1615.764,202201,MDO,Centro-Oeste
Operador de equipamento especial,h,TO,12.8054,12.8054,202201,MDO,Norte
Operador de equipamento especial com periculosidade,h,TO,12.8054,12.8054,202201,MDO,Norte
Técnico especializado,h,SC,14.3771,14.3771,202201,MDO,Sul
Técnico especializado - mensalista,mês,SC,3162.956,3162.956,202201,MDO,Sul
Técnico especializado - mensalista,mês,PR,3164.598,3164.598,202201,MDO,Sul
Técnico especializado,h,PR,14.3845,14.3845,202201,MDO,Sul
Técnico especializado - mensalista,mês,RS,3164.678,3164.678,202201,MDO,Sul
Técnico especializado,h,RS,14.3849,14.3849,202201,MDO,Sul
Topógrafo,mês,DF,2344.964,2344.964,202201,MDO,Centro-Oeste
Eletricista - mensalista,mês,AC,1905.226,1905.226,202201,MDO,Norte
Eletricista,h,AC,8.6601,8.6601,202201,MDO,Norte
Eletricista com periculosidade,h,AC,8.6601,8.6601,202201,MDO,Norte
Topógrafo,mês,MS,2345.825,2345.825,202201,MDO,Centro-Oeste
Topógrafo,mês,GO,2345.895,2345.895,202201,MDO,Centro-Oeste
Operador de equipamento leve,h,PA,8.2296,8.2296,202201,MDO,Norte
Operador de equipamento leve com periculosidade,h,PA,8.2296,8.2296,202201,MDO,Norte
Operador de equipamento leve com insalubridade,h,PA,8.2296,8.2296,202201,MDO,Norte
Topógrafo,mês,MT,2346.29,2346.29,202201,MDO,Centro-Oeste
Encarregado geral,mês,ES,5811.448,5811.448,202201,MDO,Sudeste
Pedreiro,h,MG,7.78,7.78,202201,MDO,Sudeste
Operador de equipamento especial,h,MG,14.607,14.607,202201,MDO,Sudeste
Operador de equipamento especial com periculosidade,h,MG,14.607,14.607,202201,MDO,Sudeste
Pedreiro - mensalista,mês,MG,1711.322,1711.322,202201,MDO,Sudeste
Encarregado especializado,mês,AP,3637.167,3637.167,202201,MDO,Norte
Encarregado de obras de artes especiais,mês,AP,3637.167,3637.167,202201,MDO,Norte
Encarregado de terraplenagem,mês,AP,3637.167,3637.167,202201,MDO,Norte
Encarregado de pavimentação,mês,AP,3637.167,3637.167,202201,MDO,Norte
Encarregado de superestrutura ferroviária,mês,AP,3637.167,3637.167,202201,MDO,Norte
Encarregado de conservação rodoviária,mês,AP,3637.167,3637.167,202201,MDO,Norte
Operador de equipamento especial,h,SE,11.9137,11.9137,202201,MDO,Nordestes
Operador de equipamento especial com periculosidade,h,SE,11.9137,11.9137,202201,MDO,Nordestes
Apontador,mês,AC,1558.293,1558.293,202201,MDO,Norte
Copeiro,mês,ES,1957.792,1957.792,202201,MDO,Sudeste
Copeiro,mês,MG,1957.792,1957.792,202201,MDO,Sudeste
Copeiro,mês,RJ,1957.792,1957.792,202201,MDO,Sudeste
Copeiro,mês,SP,1957.792,1957.792,202201,MDO,Sudeste
Técnico da qualidade,mês,DF,3231.115,3231.115,202201,MDO,Centro-Oeste
Técnico da qualidade,mês,GO,3231.115,3231.115,202201,MDO,Centro-Oeste
Técnico da qualidade,mês,MS,3231.115,3231.115,202201,MDO,Centro-Oeste
Técnico da qualidade,mês,MT,3231.115,3231.115,202201,MDO,Centro-Oeste
Motorista de veículo especial,h,DF,9.6008,9.6008,202201,MDO,Centro-Oeste
Motorista de veículo especial com periculosidade,h,DF,9.6008,9.6008,202201,MDO,Centro-Oeste
Maquinista,h,PI,10.6425,10.6425,202201,MDO,Nordestes
Serralheiro,h,RS,8.4832,8.4832,202201,MDO,Sul
Oceanógrafo,mês,AC,3832.211,3832.211,202201,MDO,Norte
